ResponseID,in_giant_component,degree,weighted_degree,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,pagerank,harmonic_centrality,clustering_unweighted,clustering_weighted,T,E,S,V,opinion_mean
22,False,0,0.0,0.0,0.0,0.0,8.036894059162968e-22,0.0017996433154268746,0.0,0.0,0.0,0.4,0.8,0.7333333333333333,1.0,0.7333333333333334
24,True,11,8.243711283922666,0.12222222222222223,0.5192307692307693,4.102978640015676e-05,0.02072879781641949,0.0039008475680140826,45.16666666666667,0.9454545454545454,0.7666620749136939,0.8,0.4666666666666667,1.0,1.0,0.8166666666666667
26,True,29,22.083195991233836,0.32222222222222224,0.6044776119402985,8.661086709279353e-05,0.06254043005006969,0.007233045884035691,54.833333333333336,0.9729064039408868,0.8047886217613986,1.4,0.9333333333333332,1.4,1.2666666666666666,1.25
29,True,50,40.031251322516646,0.5555555555555556,0.7232142857142857,0.0009415200799908904,0.108367154441648,0.011712465737674975,65.5,0.92,0.7826599939264786,1.2,0.9333333333333332,1.7333333333333334,2.0,1.4666666666666668
30,True,71,58.54921714149227,0.788888888888889,0.8901098901098901,0.010191802381477802,0.14159933875856834,0.016781081612179297,76.0,0.738430583501006,0.6392911399965179,1.0666666666666669,1.0666666666666669,1.3333333333333333,1.6666666666666667,1.2833333333333334
31,True,28,21.545030547628432,0.3111111111111111,0.6,2.0746039077312716e-05,0.06185502693318584,0.007096317581782332,54.333333333333336,0.992063492063492,0.8297748284657659,0.8,1.4,1.1333333333333333,1.0,1.0833333333333335
32,True,64,51.95932444124826,0.7111111111111111,0.826530612244898,0.0067111172051667976,0.13067442568670537,0.014979416197419253,72.5,0.7961309523809523,0.6834994023394593,1.3333333333333333,1.0,1.3333333333333333,1.2666666666666666,1.2333333333333332
35,True,55,43.92960648106617,0.6111111111111112,0.7570093457943925,0.002209744481723948,0.1156621855229748,0.012762457342450252,68.0,0.8727272727272727,0.7412116095554586,1.4,0.4666666666666667,1.0,1.9333333333333331,1.2
36,False,0,0.0,0.0,0.0,0.0,8.036894059162968e-22,0.0017996433154268746,0.0,0.0,0.0,1.2666666666666666,0.4,0.7333333333333333,1.2,0.8999999999999999
37,True,66,54.37741393013663,0.7333333333333334,0.84375,0.009672842282268881,0.13477762168992602,0.015733747299861503,73.5,0.7706293706293706,0.668674385928823,1.5333333333333334,1.2,1.6,1.8666666666666667,1.5500000000000003
38,True,70,57.160977915616066,0.7777777777777778,0.8804347826086957,0.009056097706186247,0.1390269830450322,0.01635975645885903,75.5,0.744927536231884,0.6415748127319234,1.1333333333333333,1.2666666666666666,1.2666666666666666,1.6,1.3166666666666667
39,True,69,55.73171219353522,0.7666666666666667,0.8709677419354839,0.011351201540115069,0.13479043808321092,0.01614969622536078,75.0,0.7348678601875532,0.6287602543188238,0.4,1.0666666666666669,1.3333333333333333,1.6666666666666667,1.1166666666666667
40,True,45,35.36342592529395,0.5,0.6923076923076923,0.0013057310267010958,0.09359182190009077,0.010627447441546502,63.0,0.8929292929292929,0.7495802064090699,1.1333333333333333,1.1333333333333333,1.7333333333333334,1.8666666666666667,1.4666666666666668
41,True,69,57.56959546607569,0.7666666666666667,0.8709677419354839,0.008606307911325837,0.14143367569209736,0.0164389841022911,75.0,0.7612958226768969,0.6647710652860089,2.0,1.2,2.0,1.8666666666666667,1.7666666666666666
42,True,35,27.103319650145533,0.3888888888888889,0.6328125,0.0003600361986863897,0.07472060372311899,0.008493304962519274,57.833333333333336,0.9378151260504202,0.7841154273510481,0.9333333333333332,1.1333333333333333,0.9333333333333332,1.3333333333333333,1.0833333333333333
43,True,59,46.254063189697064,0.6555555555555556,0.7864077669902912,0.003720486868934923,0.12038755952494125,0.013425884236708522,70.0,0.8620689655172413,0.7215562508864639,1.0,0.6,1.2,1.8,1.15
45,True,48,37.518196745418926,0.5333333333333333,0.7105263157894737,0.006723502428981328,0.09838472293156093,0.011633210073139716,64.5,0.8652482269503546,0.7249382041906323,0.4,1.2,1.2666666666666666,1.2,1.0166666666666666
46,True,65,52.21591347374183,0.7222222222222222,0.8350515463917526,0.00439844896713752,0.13184150635005487,0.014912040663587449,73.0,0.8081730769230769,0.6876175090326202,0.8,0.9333333333333332,1.4,1.0,1.0333333333333332
48,True,23,17.481609627330922,0.2555555555555556,0.574468085106383,0.00012803358265216523,0.048663925501666365,0.00611253270882598,51.66666666666667,0.9486166007905138,0.7835720715339176,0.8,1.0,0.9333333333333332,1.6666666666666667,1.1
49,True,64,52.94165210364915,0.7111111111111111,0.826530612244898,0.004292001895477566,0.13436458832040044,0.01509468870880738,72.5,0.8154761904761905,0.7079753193393017,0.8666666666666667,1.0,1.6,1.7333333333333334,1.3
50,True,71,59.00995249141127,0.788888888888889,0.8901098901098901,0.017336131914054774,0.14302625182380327,0.017210876496718014,76.0,0.7360160965794769,0.641905777522245,1.6666666666666667,1.1333333333333333,1.9333333333333331,1.5333333333333334,1.5666666666666664
52,True,66,53.81377395665315,0.7333333333333334,0.84375,0.006251988895023414,0.1331773664362937,0.015419978092707693,73.5,0.7743589743589744,0.6658191764866329,1.5333333333333334,1.3333333333333333,1.7333333333333334,1.2,1.45
53,True,63,51.22465151576781,0.7000000000000001,0.8181818181818182,0.029567667588601146,0.12919592166652752,0.01624140215558627,72.0,0.8054275473630312,0.6915968602701063,1.2,1.1333333333333333,1.4666666666666666,1.6,1.35
54,True,67,54.66962421843516,0.7444444444444445,0.8526315789473684,0.007219193805474903,0.13625258784841254,0.0156496402675252,74.0,0.7838082315694256,0.6746888591050826,1.4666666666666666,1.0666666666666669,1.6666666666666667,2.0,1.55
55,True,71,58.651524104721695,0.788888888888889,0.8901098901098901,0.03129027107442059,0.14285516520051572,0.018084696290078767,76.0,0.7440643863179075,0.646255693749661,1.0666666666666669,0.8666666666666667,1.8,1.6666666666666667,1.35
56,True,30,23.158547716858916,0.33333333333333337,0.6090225563909775,0.00048173474094037063,0.061886534009117436,0.007580666439654906,55.333333333333336,0.9103448275862068,0.7570914025797244,0.9333333333333332,0.8,1.2,1.0666666666666669,1.0
57,True,36,27.96217099483889,0.4,0.6428571428571429,0.0024971833437435666,0.07452193914634649,0.009022703544757555,58.5,0.8984126984126984,0.7505628681680617,0.5333333333333333,0.7333333333333333,1.8,1.6666666666666667,1.1833333333333333
58,False,0,0.0,0.0,0.0,0.0,8.036894059162968e-22,0.0017996433154268746,0.0,0.0,0.0,1.2,0.4,0.4666666666666667,0.6666666666666666,0.6833333333333333
59,True,30,23.051000059825228,0.33333333333333337,0.6044776119402985,0.0003718781297261695,0.06295325461090635,0.007526393840661687,55.16666666666667,0.935632183908046,0.7775147222273291,0.9333333333333332,1.1333333333333333,1.0,1.4,1.1166666666666667
61,True,61,50.41339855659289,0.6777777777777778,0.801980198019802,0.00237137521536324,0.1313599077840148,0.014353296768855831,71.0,0.860655737704918,0.7465044022826526,0.8666666666666667,0.8,1.8,1.6666666666666667,1.2833333333333334
62,True,46,36.19858215235386,0.5111111111111112,0.6982758620689655,0.0008511387392761153,0.09754320164769306,0.010789984746820176,63.5,0.923671497584541,0.7768833078814074,1.4666666666666666,0.6666666666666666,1.8,1.7333333333333334,1.4166666666666667
63,True,20,15.01621616866697,0.22222222222222224,0.5625,2.3213774403764885e-05,0.042608221210604286,0.005497775997173,50.16666666666667,0.9842105263157894,0.8059749744508843,0.8,1.2,1.4666666666666666,1.0,1.1166666666666667
64,True,58,46.2262745029456,0.6444444444444445,0.7788461538461539,0.0026829650356299676,0.12017922606355112,0.013352670338593439,69.5,0.8572292800967937,0.7261341164836177,1.1333333333333333,0.9333333333333332,0.8666666666666667,1.4,1.0833333333333333
65,True,3,2.22013333540099,0.03333333333333333,0.48214285714285715,0.0,0.005918082405884084,0.0023657402005700795,40.5,1.0,0.8158551074738022,0.8,0.9333333333333332,0.7333333333333333,0.9333333333333332,0.85
66,True,63,51.50458889337566,0.7000000000000001,0.8181818181818182,0.003501654936238454,0.1315614564695128,0.014691150487761689,72.0,0.8289810547875064,0.7134064684214545,1.2,1.0,1.5333333333333334,1.6,1.3333333333333335
67,True,74,62.20015820587407,0.8222222222222223,0.9204545454545454,0.013690773022289856,0.1481465747849059,0.01782273098095563,77.5,0.7082562014068864,0.6228197080330172,1.1333333333333333,1.3333333333333333,1.7333333333333334,1.6666666666666667,1.4666666666666668
69,True,45,34.62307149234199,0.5,0.6923076923076923,0.0004966420579173844,0.09535368720219442,0.010352494109501478,63.0,0.9424242424242424,0.781548050661867,0.8,1.1333333333333333,1.0666666666666669,1.4,1.1
70,True,69,55.53891804054095,0.7666666666666667,0.8709677419354839,0.01092344048854477,0.1344192581440051,0.016097110718777355,75.0,0.7382779198635976,0.6298683123170489,0.8,1.0666666666666669,1.6,1.0,1.1166666666666667
72,True,42,33.08637259236299,0.4666666666666667,0.6694214876033058,0.00038964569787946476,0.0911970845944058,0.009960217755703877,61.333333333333336,0.9488966318234612,0.8010297887197328,0.6666666666666666,1.2,1.5333333333333334,1.4,1.2000000000000002
74,True,53,41.84202762491093,0.5888888888888889,0.7431192660550459,0.0017365912309388715,0.11042843693432358,0.01223942518164316,67.0,0.8846153846153846,0.7447328910058322,1.2666666666666666,1.0666666666666669,1.5333333333333334,1.4666666666666666,1.3333333333333335
77,True,74,61.49057131197243,0.8222222222222223,0.9204545454545454,0.012120114389070565,0.14654928872994158,0.017587646823707535,77.5,0.7115883006293965,0.6201756044440875,0.5333333333333333,1.0666666666666669,1.3333333333333333,1.6666666666666667,1.1500000000000001
79,True,42,32.5890398028264,0.4666666666666667,0.6639344262295082,0.0010129230328847262,0.08600885901055023,0.0098982996441155,61.16666666666667,0.89198606271777,0.7426951610069651,1.0,0.7333333333333333,1.0,1.6666666666666667,1.1
80,True,51,40.140977290376306,0.5666666666666667,0.7297297297297297,0.003462788087759143,0.10466724022382089,0.011939021237923314,66.0,0.8572549019607844,0.7211606589493941,0.9333333333333332,0.7333333333333333,1.7333333333333334,1.2,1.15
81,True,71,59.438237173615356,0.788888888888889,0.8901098901098901,0.009473616083908372,0.14479520211781796,0.016926268907618083,76.0,0.744466800804829,0.652375364401242,1.2,0.8666666666666667,1.9333333333333331,1.9333333333333331,1.4833333333333332
82,True,51,40.287602194688944,0.5666666666666667,0.7297297297297297,0.0026326265773180626,0.10715670053490038,0.011932108725743455,66.0,0.8949019607843137,0.7544128673934593,1.0,0.7333333333333333,1.5333333333333334,2.0,1.3166666666666667
83,True,74,61.08452675434648,0.8222222222222223,0.9204545454545454,0.015801062948885038,0.14554998910510455,0.01760373688125392,77.5,0.7086264346538319,0.6156236435915573,1.4666666666666666,0.9333333333333332,1.7333333333333334,1.7333333333333334,1.4666666666666666
84,True,1,0.7477542676736161,0.011111111111111112,0.45251396648044695,0.0,0.0020576277608943534,0.0020011953283875124,37.99999999999999,0.0,0.0,0.5333333333333333,0.8666666666666667,0.7333333333333333,2.0,1.0333333333333332
85,True,1,0.7354829935548832,0.011111111111111112,0.47368421052631576,0.0,0.0022378330765425967,0.0019924297698338386,39.33333333333333,0.0,0.0,0.4,0.2666666666666666,1.0666666666666669,1.2666666666666666,0.75
86,True,49,39.115975352090956,0.5444444444444445,0.7168141592920354,0.0009067369303572112,0.10577321491692585,0.011505429464169955,65.0,0.9243197278911564,0.7851458944857361,1.0,0.9333333333333332,1.6666666666666667,1.7333333333333334,1.3333333333333333
87,True,75,62.8437786616011,0.8333333333333334,0.9310344827586207,0.018803315447271617,0.14829386655512306,0.01819509659478741,78.0,0.6940540540540541,0.6092125693639951,1.2,1.0666666666666669,1.3333333333333333,1.6666666666666667,1.3166666666666667
89,False,0,0.0,0.0,0.0,0.0,8.036894059162968e-22,0.0017996433154268746,0.0,0.0,0.0,0.5333333333333333,0.8,0.4666666666666667,1.4666666666666666,0.8166666666666667
90,True,53,42.90294715396364,0.5888888888888889,0.7431192660550459,0.001978296683407958,0.11273276003185391,0.012528646973005576,67.0,0.872278664731495,0.748016402519897,0.6,1.0666666666666669,1.0,1.0,0.9166666666666667
91,True,65,53.435624044117816,0.7222222222222222,0.8350515463917526,0.004781079226286082,0.1346790556112103,0.015229564223588395,73.0,0.8009615384615385,0.6927463291390445,0.6666666666666666,0.7333333333333333,0.9333333333333332,1.0,0.8333333333333333
92,True,61,48.73554763144596,0.6777777777777778,0.801980198019802,0.0030904210194493834,0.12537909588250878,0.013986268361300297,71.0,0.839344262295082,0.7114367607365929,0.6666666666666666,1.0666666666666669,1.4666666666666666,1.8,1.25
93,True,5,3.700271848171589,0.05555555555555556,0.5031055900621118,0.0,0.009421052164083395,0.0027461658519819234,42.333333333333336,1.0,0.8035846203508061,0.8666666666666667,-0.0666666666666666,1.2,0.8,0.7
94,True,73,60.91568412315006,0.8111111111111111,0.9101123595505618,0.009762231657055634,0.14657994495822996,0.017290391821286933,77.0,0.723744292237443,0.6330980468819492,1.4666666666666666,1.5333333333333334,2.0,2.0,1.75
95,True,66,53.85542096291764,0.7333333333333334,0.84375,0.017509384142928703,0.13364596983590077,0.016065389601827348,73.5,0.7748251748251749,0.6676312594845484,1.2666666666666666,0.8666666666666667,1.7333333333333334,1.6666666666666667,1.3833333333333333
97,True,68,55.842106841246945,0.7555555555555555,0.8617021276595744,0.0074314403486772295,0.13865256385652525,0.015939300982500015,74.5,0.7756804214223003,0.670698711606003,1.4666666666666666,0.9333333333333332,1.6,1.8,1.45
99,True,69,56.62417441985085,0.7666666666666667,0.8709677419354839,0.008466047163928934,0.13943535419372324,0.01619788690399829,75.0,0.763000852514919,0.6595028829808823,0.9333333333333332,0.9333333333333332,1.2,1.2,1.0666666666666667
101,True,58,46.03546548926104,0.6444444444444445,0.7788461538461539,0.0031265749512515203,0.11881315071572815,0.013336020624177897,69.5,0.8421052631578947,0.7117935243302166,1.4666666666666666,1.4666666666666666,1.3333333333333333,1.1333333333333333,1.35
102,True,50,38.96236389819336,0.5555555555555556,0.7232142857142857,0.0020993781459298843,0.1017318564799289,0.011571425133083197,65.5,0.866938775510204,0.7237478465693095,1.0666666666666669,0.6666666666666666,1.1333333333333333,1.2,1.0166666666666666
103,True,39,30.082676341151718,0.43333333333333335,0.6585365853658537,0.00028396346204414034,0.08346608001942546,0.00923314235889729,60.0,0.9554655870445344,0.794823869784148,1.1333333333333333,0.7333333333333333,0.8666666666666667,1.3333333333333333,1.0166666666666666
104,True,68,55.98362582380414,0.7555555555555555,0.8617021276595744,0.007725485711385697,0.13856298566755781,0.01600040643204174,74.5,0.7686567164179104,0.6663719689899454,1.0,1.0,1.6,1.8666666666666667,1.3666666666666667
105,True,71,59.551704984514465,0.788888888888889,0.8901098901098901,0.007443233448399013,0.14584981261431898,0.01684868764678879,76.0,0.7537223340040241,0.6608352248982758,1.2666666666666666,1.5333333333333334,1.8,1.8666666666666667,1.6166666666666667
106,True,39,30.211793919271415,0.43333333333333335,0.6532258064516129,0.0007127093125167272,0.08225890226471588,0.00929527811636981,59.833333333333336,0.9203778677462888,0.76929597752929,0.5333333333333333,0.9333333333333332,1.2,1.3333333333333333,1.0
108,True,61,49.36900886591608,0.6777777777777778,0.801980198019802,0.003091838698967884,0.1273078946836788,0.01413435092069203,71.0,0.8453551912568306,0.7226601380351528,1.1333333333333333,1.4666666666666666,1.8666666666666667,2.0,1.6166666666666667
109,True,38,29.209093911660386,0.4222222222222222,0.6532258064516129,0.00018229966358154884,0.08196914924231168,0.009006902323133885,59.5,0.9672830725462304,0.8041886927096843,0.8666666666666667,1.0666666666666669,1.4,0.8666666666666667,1.05
110,True,70,59.04567484885303,0.7777777777777778,0.8804347826086957,0.006287434135164124,0.14597933271383493,0.01667053174456587,75.5,0.7681159420289855,0.676036370214742,1.2,1.5333333333333334,2.0,2.0,1.6833333333333333
111,True,22,16.68803468280383,0.24444444444444446,0.574468085106383,1.4237461215191862e-05,0.04581392362771866,0.005926375269714746,51.333333333333336,0.9913419913419912,0.8154600041106875,1.2666666666666666,0.1333333333333333,1.6666666666666667,1.0,1.0166666666666666
113,True,20,15.185503214468485,0.22222222222222224,0.5586206896551724,0.00016395741318580824,0.0406358186793253,0.005594072851019942,50.00000000000001,0.9315789473684212,0.7684439002737055,1.0,0.9333333333333332,0.8,0.8,0.8833333333333333
114,True,75,62.9753848791891,0.8333333333333334,0.9310344827586207,0.013838433595673548,0.14946641643942013,0.017962670587271506,78.0,0.7005405405405405,0.6161120796116867,1.4666666666666666,1.0666666666666669,1.6666666666666667,1.9333333333333331,1.5333333333333332
115,True,8,5.919133739427785,0.08888888888888889,0.5192307692307693,0.0,0.017618100612505905,0.003268024225033818,44.16666666666667,1.0,0.819408104489418,0.6,1.0,0.8,1.0,0.8500000000000001
116,True,39,30.398343044055192,0.43333333333333335,0.6585365853658537,0.0004947630690661897,0.08377600700679179,0.009336158829371917,60.0,0.9379217273954116,0.786403956210563,1.6666666666666667,1.3333333333333333,1.2666666666666666,1.2,1.3666666666666667
117,False,0,0.0,0.0,0.0,0.0,8.036894059162968e-22,0.0017996433154268746,0.0,0.0,0.0,0.6666666666666666,0.5333333333333333,0.5333333333333333,1.0666666666666669,0.7000000000000001
118,True,61,48.75598286144738,0.6777777777777778,0.801980198019802,0.002830719102347656,0.1260337924417395,0.013976625882283588,71.0,0.8508196721311475,0.7208780041616569,1.0,0.9333333333333332,1.1333333333333333,1.4666666666666666,1.1333333333333333
119,False,0,0.0,0.0,0.0,0.0,8.036894059162968e-22,0.0017996433154268746,0.0,0.0,0.0,0.8,0.0,0.0666666666666666,0.2,0.26666666666666666
120,False,0,0.0,0.0,0.0,0.0,8.036894059162968e-22,0.0017996433154268746,0.0,0.0,0.0,-0.4,-0.0666666666666666,0.0666666666666666,-0.0666666666666666,-0.11666666666666665
121,True,24,18.08989294078148,0.26666666666666666,0.5827338129496403,0.000605944946919051,0.047908856410300335,0.006419855752784688,52.333333333333336,0.9094202898550724,0.744496593665762,0.8666666666666667,0.9333333333333332,1.1333333333333333,1.0,0.9833333333333333
123,False,0,0.0,0.0,0.0,0.0,8.036894059162968e-22,0.0017996433154268746,0.0,0.0,0.0,0.5333333333333333,1.0,0.5333333333333333,1.1333333333333333,0.7999999999999999
125,False,0,0.0,0.0,0.0,0.0,8.036894059162968e-22,0.0017996433154268746,0.0,0.0,0.0,1.2,0.3333333333333333,0.9333333333333332,0.6666666666666666,0.7833333333333332
126,True,60,47.18631902388676,0.6666666666666667,0.7941176470588235,0.005844106219227772,0.11767430309893019,0.013787912028029602,70.5,0.7932203389830509,0.6657363162254165,1.1333333333333333,0.7333333333333333,1.0,1.2666666666666666,1.0333333333333332
