full_nodes,full_edges,observed_mean_degree,matched_er_p,ln_n_connectivity_scale,mean_degree_regime,real_clustering_full,er_clustering_mean,theoretical_er_clustering_p,real_gcc_path_length,er_gcc_path_length_mean,theoretical_sparse_path_ln_n_over_ln_k,dense_two_hop_path_approximation_2_minus_p,small_world_sigma_primary,small_world_sigma_gcc_sensitivity,small_world_verdict,realizations_per_scenario
91,2048,45.010989010989015,0.5001221001221001,4.51085950651685,"dense, well above the ER connectivity scale",0.7508575681159128,0.49861631055732597,0.5001221001221001,1.394459500150557,1.5011159951159951,1.1849146588419144,1.4998778998778999,1.6210612661638013,1.3406052253640892,small-world-like relative to matched ER graphs,100
